CVEID,CWEID,VulnerabilityType,AttackPattern,Report
CVE-1999-0205,['NVD-CWE-Other'],[''],[],Denial of service in Sendmail 8.6.11 and 8.6.12.
CVE-1999-0206,['NVD-CWE-Other'],[''],[],MIME buffer overflow in Sendmail 8.8.0 and 8.8.1 gives root access.
CVE-1999-0207,['NVD-CWE-Other'],[''],[],"Remote attacker can execute commands through Majordomo using the Reply-To field and a ""lists"" command."
CVE-1999-0208,['NVD-CWE-Other'],[''],[],rpc.ypupdated (NIS) allows remote users to execute arbitrary commands.
CVE-1999-0209,['NVD-CWE-Other'],[''],[],The SunView (SunTools) selection_svc facility allows remote users to read files.
CVE-1999-0210,['NVD-CWE-Other'],[''],[],Automount daemon automountd allows local or remote users to gain privileges via shell metacharacters.
CVE-1999-0211,['NVD-CWE-Other'],[''],[],Extra long export lists over 256 characters in some mount daemons allows NFS directories to be mounted by anyone.
CVE-1999-0212,['NVD-CWE-Other'],[''],[],Solaris rpc.mountd generates error messages that allow a remote attacker to determine what files are on the server.
CVE-1999-0213,['NVD-CWE-Other'],[''],[],libnsl in Solaris allowed an attacker to perform a denial of service of rpcbind.
CVE-1999-0214,['NVD-CWE-Other'],[''],[],Denial of service by sending forged ICMP unreachable packets.
CVE-1999-0215,['NVD-CWE-Other'],[''],[],Routed allows attackers to append data to files.
CVE-1999-0216,['NVD-CWE-Other'],[''],[],Denial of service of inetd on Linux through SYN and RST packets.
CVE-1999-0217,['NVD-CWE-Other'],[''],[],Malicious option settings in UDP packets could force a reboot in SunOS 4.1.3 systems.
CVE-1999-0218,['NVD-CWE-Other'],[''],[],Livingston portmaster machines could be rebooted via a series of commands.
CVE-1999-0219,['NVD-CWE-Other'],[''],[],Buffer overflow in FTP Serv-U 2.5 allows remote authenticated users to cause a denial of service (crash) via a long (1) CWD or (2) LS (list) command.
CVE-1999-0220,['NVD-CWE-Other'],[''],[],Attackers can do a denial of service of IRC by crashing the server.
CVE-1999-0221,['NVD-CWE-Other'],[''],[],Denial of service of Ascend routers through port 150 (remote administration).
CVE-1999-0222,['NVD-CWE-Other'],[''],[],Denial of service in Cisco IOS web server allows attackers to reboot the router using a long URL.
CVE-1999-0223,['NVD-CWE-Other'],[''],[],Solaris syslogd crashes when receiving a message from a host that doesn't have an inverse DNS entry.
CVE-1999-0224,['NVD-CWE-Other'],[''],[],Denial of service in Windows NT messenger service through a long username.
CVE-1999-0225,['NVD-CWE-Other'],[''],[],Windows NT 4.0 allows remote attackers to cause a denial of service via a malformed SMB logon request in which the actual data size does not match the specified size.
CVE-1999-0226,[],[],[],"Windows NT TCP/IP processes fragmented IP packets improperly, causing a denial of service."
CVE-1999-0227,[],[],[],Access violation in LSASS.EXE (LSA/LSARPC) program in Windows NT allows a denial of service.
CVE-1999-0228,['NVD-CWE-noinfo'],[''],[],Denial of service in RPCSS.EXE program (RPC Locator) in Windows NT.
CVE-1999-0229,['NVD-CWE-Other'],[''],[],Denial of service in Windows NT IIS server using ..\..
CVE-1999-0230,['NVD-CWE-Other'],[''],[],Buffer overflow in Cisco 7xx routers through the telnet service.
CVE-1999-0231,['NVD-CWE-Other'],[''],[],"Buffer overflow in IP-Switch IMail and Seattle Labs Slmail 2.6 packages using a long VRFY command, causing a denial of service and possibly remote access."
CVE-1999-0232,['NVD-CWE-Other'],[''],[],Buffer overflow in NCSA WebServer (version 1.5c) gives remote access.
CVE-1999-0233,['NVD-CWE-Other'],[''],[],IIS 1.0 allows users to execute arbitrary commands using .bat or .cmd files.
CVE-1999-0234,['NVD-CWE-Other'],[''],[],Bash treats any character with a value of 255 as a command separator.
CVE-1999-0235,['NVD-CWE-Other'],[''],[],Buffer overflow in NCSA WebServer (1.4.1 and below) gives remote access.
CVE-1999-0236,['CWE-200'],['Exposure of Sensitive Information to an Unauthorized Actor'],"['CAPEC-116', 'CAPEC-13', 'CAPEC-169', 'CAPEC-22', 'CAPEC-224', 'CAPEC-285', 'CAPEC-287', 'CAPEC-290', 'CAPEC-291', 'CAPEC-292', 'CAPEC-293', 'CAPEC-294', 'CAPEC-295', 'CAPEC-296', 'CAPEC-297', 'CAPEC-298', 'CAPEC-299', 'CAPEC-300', 'CAPEC-301', 'CAPEC-302', 'CAPEC-303', 'CAPEC-304', 'CAPEC-305', 'CAPEC-306', 'CAPEC-307', 'CAPEC-308', 'CAPEC-309', 'CAPEC-310', 'CAPEC-312', 'CAPEC-313', 'CAPEC-317', 'CAPEC-318', 'CAPEC-319', 'CAPEC-320', 'CAPEC-321', 'CAPEC-322', 'CAPEC-323', 'CAPEC-324', 'CAPEC-325', 'CAPEC-326', 'CAPEC-327', 'CAPEC-328', 'CAPEC-329', 'CAPEC-330', 'CAPEC-472', 'CAPEC-497', 'CAPEC-508', 'CAPEC-573', 'CAPEC-574', 'CAPEC-575', 'CAPEC-576', 'CAPEC-577', 'CAPEC-59', 'CAPEC-60', 'CAPEC-616', 'CAPEC-643', 'CAPEC-646', 'CAPEC-651', 'CAPEC-79']",ScriptAlias directory in NCSA and Apache httpd allowed attackers to read CGI programs.
CVE-1999-0237,['NVD-CWE-Other'],[''],[],Remote execution of arbitrary commands through Guestbook CGI program.
CVE-1999-0238,['NVD-CWE-Other'],[''],[],php.cgi allows attackers to read any file on the system.
CVE-1999-0239,['NVD-CWE-Other'],[''],[],"Netscape FastTrack Web server lists files when a lowercase ""get"" command is used instead of an uppercase GET."
CVE-1999-0240,['NVD-CWE-Other'],[''],[],Some filters or firewalls allow fragmented SYN packets with IP reserved bits in violation of their implemented policy.
CVE-1999-0241,['NVD-CWE-Other'],[''],[],"Guessable magic cookies in X Windows allows remote attackers to execute commands, e.g. through xterm."
CVE-1999-0242,['NVD-CWE-Other'],[''],[],Remote attackers can access mail files via POP3 in some Linux systems that are using shadow passwords.
CVE-1999-0243,['NVD-CWE-Other'],[''],[],Linux cfingerd could be exploited to gain root access.
CVE-1999-0244,['NVD-CWE-Other'],[''],[],Livingston RADIUS code has a buffer overflow which can allow remote execution of commands as root.
CVE-1999-0245,['NVD-CWE-Other'],[''],[],"Some configurations of NIS+ in Linux allowed attackers to log in as the user ""+""."
CVE-1999-0246,['NVD-CWE-Other'],[''],[],HP Remote Watch allows a remote user to gain root access.
CVE-1999-0247,['NVD-CWE-Other'],[''],[],Buffer overflow in nnrpd program in INN up to version 1.6 allows remote users to execute arbitrary commands.
CVE-1999-0248,['NVD-CWE-Other'],[''],[],A race condition in the authentication agent mechanism of sshd 1.2.17 allows an attacker to steal another user's credentials.
CVE-1999-0249,['NVD-CWE-Other'],[''],[],Windows NT RSHSVC program allows remote users to execute arbitrary commands.
CVE-1999-0250,['NVD-CWE-Other'],[''],[],Denial of service in Qmail through long SMTP commands.
CVE-1999-0251,['NVD-CWE-Other'],[''],[],Denial of service in talk program allows remote attackers to disrupt a user's display.
CVE-1999-0252,['NVD-CWE-Other'],[''],[],Buffer overflow in listserv allows arbitrary command execution.
CVE-1999-0253,['NVD-CWE-Other'],[''],[],IIS 3.0 with the iis-fix hotfix installed allows remote intruders to read source code for ASP programs by using a %2e instead of a . (dot) in the URL.
CVE-1999-0254,['NVD-CWE-Other'],[''],[],A hidden SNMP community string in HP OpenView allows remote attackers to modify MIB tables and obtain sensitive information.
CVE-1999-0255,['NVD-CWE-Other'],[''],[],Buffer overflow in ircd allows arbitrary command execution.
CVE-1999-0256,['NVD-CWE-Other'],[''],[],Buffer overflow in War FTP allows remote execution of commands.
CVE-1999-0257,['NVD-CWE-Other'],[''],[],Nestea variation of teardrop IP fragmentation denial of service.
CVE-1999-0258,['NVD-CWE-Other'],[''],[],Bonk variation of teardrop IP fragmentation denial of service.
CVE-1999-0259,['NVD-CWE-Other'],[''],[],cfingerd lists all users on a system via search.**@target.
CVE-1999-0260,['NVD-CWE-Other'],[''],[],The jj CGI program allows command execution via shell metacharacters.
CVE-1999-0261,['NVD-CWE-Other'],[''],[],Netmanager Chameleon SMTPd has several buffer overflows that cause a crash.
CVE-1999-0262,['NVD-CWE-Other'],[''],[],Hylafax faxsurvey CGI script on Linux allows remote attackers to execute arbitrary commands via shell metacharacters in the query string.
CVE-1999-0263,['NVD-CWE-Other'],[''],[],Solaris SUNWadmap can be exploited to obtain root access.
CVE-1999-0264,['NVD-CWE-Other'],[''],[],htmlscript CGI program allows remote read access to files.
CVE-1999-0265,['CWE-20'],['Improper Input Validation'],"['CAPEC-10', 'CAPEC-101', 'CAPEC-104', 'CAPEC-108', 'CAPEC-109', 'CAPEC-110', 'CAPEC-120', 'CAPEC-13', 'CAPEC-135', 'CAPEC-136', 'CAPEC-14', 'CAPEC-153', 'CAPEC-182', 'CAPEC-209', 'CAPEC-22', 'CAPEC-23', 'CAPEC-230', 'CAPEC-231', 'CAPEC-24', 'CAPEC-250', 'CAPEC-261', 'CAPEC-267', 'CAPEC-28', 'CAPEC-3', 'CAPEC-31', 'CAPEC-42', 'CAPEC-43', 'CAPEC-45', 'CAPEC-46', 'CAPEC-47', 'CAPEC-473', 'CAPEC-52', 'CAPEC-53', 'CAPEC-588', 'CAPEC-63', 'CAPEC-64', 'CAPEC-664', 'CAPEC-67', 'CAPEC-7', 'CAPEC-71', 'CAPEC-72', 'CAPEC-73', 'CAPEC-78', 'CAPEC-79', 'CAPEC-8', 'CAPEC-80', 'CAPEC-81', 'CAPEC-83', 'CAPEC-85', 'CAPEC-88', 'CAPEC-9']",ICMP redirect messages may crash or lock up a host.
CVE-1999-0266,['NVD-CWE-Other'],[''],[],The info2www CGI script allows remote file access or remote command execution.
CVE-1999-0267,['NVD-CWE-Other'],[''],[],Buffer overflow in NCSA HTTP daemon v1.3 allows remote command execution.
CVE-1999-0268,['NVD-CWE-Other'],[''],[],"MetaInfo MetaWeb web server allows users to upload, execute, and read scripts."
CVE-1999-0269,['NVD-CWE-Other'],[''],[],Netscape Enterprise servers may list files through the PageServices query.
CVE-1999-0270,['NVD-CWE-Other'],[''],[],"Directory traversal vulnerability in pfdispaly.cgi program (sometimes referred to as ""pfdisplay"") for SGI's Performer API Search Tool (performer_tools) allows remote attackers to read arbitrary files."
CVE-1999-0271,['NVD-CWE-Other'],[''],[],Progressive Networks Real Video server (pnserver) can be crashed remotely.
CVE-1999-0272,['NVD-CWE-Other'],[''],[],Denial of service in Slmail v2.5 through the POP3 port.
CVE-1999-0273,['NVD-CWE-Other'],[''],[],Denial of service through Solaris 2.5.1 telnet by sending ^D characters.
CVE-1999-0274,['NVD-CWE-Other'],[''],[],Denial of service in Windows NT DNS servers through malicious packet which contains a response to a query that wasn't made.
CVE-1999-0275,['NVD-CWE-Other'],[''],[],Denial of service in Windows NT DNS servers by flooding port 53 with too many characters.
CVE-1999-0276,['NVD-CWE-Other'],[''],[],mSQL v2.0.1 and below allows remote execution through a buffer overflow.
CVE-1999-0277,['NVD-CWE-Other'],[''],[],The WorkMan program can be used to overwrite any file to get root access.
CVE-1999-0278,['NVD-CWE-Other'],[''],[],"In IIS, remote attackers can obtain source code for ASP files by appending ""::$DATA"" to the URL."
CVE-1999-0279,['NVD-CWE-Other'],[''],[],Excite for Web Servers (EWS) allows remote command execution via shell metacharacters.
CVE-1999-0280,['NVD-CWE-Other'],[''],[],Remote command execution in Microsoft Internet Explorer using .lnk and .url files.
CVE-1999-0281,['NVD-CWE-Other'],[''],[],Denial of service in IIS using long URLs.
CVE-1999-0282,[],[],[],"** REJECT **  DO NOT USE THIS CANDIDATE NUMBER.  ConsultIDs: CVE-1999-1584, CVE-1999-1586.  Reason: This candidate combined references from one issue with the description from another issue.  Notes: Users should consult CVE-1999-1584 and CVE-1999-1586 to obtain the appropriate name.  All references and descriptions in this candidate have been removed to prevent accidental usage."
CVE-1999-0283,['NVD-CWE-Other'],[''],[],The Java Web Server would allow remote users to obtain the source code for CGI programs.
CVE-1999-0284,['CWE-120'],"[""Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')""]","['CAPEC-10', 'CAPEC-100', 'CAPEC-14', 'CAPEC-24', 'CAPEC-42', 'CAPEC-44', 'CAPEC-45', 'CAPEC-46', 'CAPEC-47', 'CAPEC-67', 'CAPEC-8', 'CAPEC-9', 'CAPEC-92']","Denial of service to NT mail servers including Ipswitch, Mdaemon, and Exchange through a buffer overflow in the SMTP HELO command."
CVE-1999-0285,['NVD-CWE-Other'],[''],[],"Denial of service in telnet from the Windows NT Resource Kit, by opening then immediately closing a connection."
CVE-1999-0286,['NVD-CWE-Other'],[''],[],"In some NT web servers, appending a space at the end of a URL may allow attackers to read source code for active pages."
CVE-1999-0287,['NVD-CWE-Other'],[''],[],Vulnerability in the Wguest CGI program.
CVE-1999-0288,['NVD-CWE-Other'],[''],[],"The WINS server in Microsoft Windows NT 4.0 before SP4 allows remote attackers to cause a denial of service (process termination) via invalid UDP frames to port 137 (NETBIOS Name Service), as demonstrated via a flood of random packets."
CVE-1999-0289,['NVD-CWE-noinfo'],[''],[],The Apache web server for Win32 may provide access to restricted files when a . (dot) is appended to a requested URL.
CVE-1999-0290,['NVD-CWE-Other'],[''],[],The WinGate telnet proxy allows remote attackers to cause a denial of service via a large number of connections to localhost.
CVE-1999-0291,['NVD-CWE-Other'],[''],[],"The WinGate proxy is installed without a password, which allows remote attackers to redirect connections without authentication."
CVE-1999-0292,['NVD-CWE-Other'],[''],[],Denial of service through Winpopup using large user names.
CVE-1999-0293,['NVD-CWE-Other'],[''],[],AAA authentication on Cisco systems allows attackers to execute commands without authorization.
CVE-1999-0294,['NVD-CWE-Other'],[''],[],All records in a WINS database can be deleted through SNMP for a denial of service.
CVE-1999-0295,['NVD-CWE-Other'],[''],[],"Solaris sysdef command allows local users to read kernel memory, potentially leading to root privileges."
CVE-1999-0296,['NVD-CWE-Other'],[''],[],Solaris volrmmount program allows attackers to read any file.
CVE-1999-0297,['NVD-CWE-Other'],[''],[],Buffer overflow in Vixie Cron library up to version 3.0 allows local users to obtain root access via a long environmental variable.
CVE-1999-0298,['NVD-CWE-Other'],[''],[],ypbind with -ypset and -ypsetme options activated in Linux Slackware and SunOS allows local and remote attackers to overwrite files via a .. (dot dot) attack.
CVE-1999-0299,['NVD-CWE-Other'],[''],[],Buffer overflow in FreeBSD lpd through long DNS hostnames.
CVE-1999-0300,['NVD-CWE-Other'],[''],[],nis_cachemgr for Solaris NIS+ allows attackers to add malicious NIS+ servers.
CVE-1999-0301,['NVD-CWE-Other'],[''],[],Buffer overflow in SunOS/Solaris ps command.
CVE-1999-0302,['NVD-CWE-Other'],[''],[],SunOS/Solaris FTP clients can be forced to execute arbitrary commands from a malicious FTP server.
CVE-1999-0303,['NVD-CWE-Other'],[''],[],Buffer overflow in BNU UUCP daemon (uucpd) through long hostnames.
CVE-1999-0304,['NVD-CWE-Other'],[''],[],mmap function in BSD allows local attackers in the kmem group to modify memory through devices.
CVE-1999-0305,['NVD-CWE-Other'],[''],[],"The system configuration control (sysctl) facility in BSD based operating systems OpenBSD 2.2 and earlier, and FreeBSD 2.2.5 and earlier, does not properly restrict source routed packets even when the (1) dosourceroute or (2) forwarding variables are set, which allows remote attackers to spoof TCP connections."
